,Title,Datetime,Source,URL,Search
107,"MDI Hospital reporting new COVID-19 cases, Mainers and out of state visitors testing positive",2020-08-05 15:16:00 UTC,newscentermaine.com,https://www.newscentermaine.com/article/news/health/mdi-hospital-reports-out-of-state-visitors-receiving-positive-covid-tests/97-4cb2d1a9-4ab0-4997-ba04-bf0d40a4f995,hospital covid new
108,Tent is new ward for suspected COVID-19 cases in hospital,2020-08-05 14:56:00 UTC,Philippine Daily Inquirer,https://newsinfo.inquirer.net/1317366/tent-is-new-ward-for-suspected-covid-19-cases-in-hospital,hospital covid new
109,"COVID-19 hospital numbers decrease in St. Louis as state reports 1,241 new cases",2020-08-05 13:30:56 UTC,KSDK on MSN.com,https://www.msn.com/en-us/health/medical/covid-19-hospital-numbers-decrease-in-st-louis-as-state-reports-1241-new-cases/ar-BB17BXAj,hospital covid new
110,"Ontario reports four more COVID deaths, 91 new cases; 78 in hospital",2020-08-04 08:07:17 UTC,The Canadian Press on MSN.com,https://www.msn.com/en-ca/news/canada/ontario-reports-four-more-covid-deaths-91-new-cases-78-in-hospital/ar-BB17yID0,hospital covid new
111,Nurses at top New York City hospital say they deserve ‘hazard pay’ in battle against COVID-19,2020-08-03 15:50:00 UTC,Fox News,https://www.foxnews.com/health/new-york-city-hospital-nurses-hazard-pay-coronavirus,hospital covid new
112,Johnson Memorial Hospital opens new ER after it served as temporary COVID-19 unit,2020-08-03 13:39:00 UTC,FOX59 News,https://fox59.com/news/health/johnson-memorial-hospital-opens-new-er-after-it-served-as-temporary-covid-19-unit/,hospital covid new
113,Johnson Memorial Hospital opens new ER that served as temporary COVID-19 unit,2020-08-03 13:38:00 UTC,WTTV,https://cbs4indy.com/news/johnson-memorial-hospital-opens-new-er-that-served-as-temporary-covid-19-unit/,hospital covid new
114,"MVHS: Despite COVID-19, new Utica hospital funding secure",2020-08-02 07:12:00 UTC,HealthLeaders Media,https://www.healthleadersmedia.com/finance/mvhs-despite-covid-19-new-utica-hospital-funding-secure,hospital covid new
115,State hospital has 21 new COVID-19 cases,2020-08-02 00:09:00 UTC,Lewiston Tribune,https://lmtribune.com/northwest/state-hospital-has-21-new-covid-19-cases/article_1a5ee362-2a99-576d-bf2a-fcc20ffc547c.html,hospital covid new
116,Washington psychiatric hospital has 21 new COVID-19 cases,2020-07-31 22:08:00 UTC,SFGate,https://www.sfgate.com/news/article/Washington-psychiatric-hospital-has-21-new-15449951.php,hospital covid new
117,Western State Hospital has 21 new COVID-19 cases,2020-07-31 15:11:00 UTC,Q13 FOX News,https://www.q13fox.com/news/western-state-hospital-has-21-new-covid-19-cases,hospital covid new
118,State psychiatric hospital has 21 new COVID-19 cases,2020-07-31 15:05:00 UTC,HeraldNet,https://www.heraldnet.com/northwest/state-psychiatric-hospital-has-21-new-covid-19-cases/,hospital covid new
119,"Arizona reports 3,257 new COVID-19 cases, 97 more deaths as hospital numbers remain high",2020-07-30 14:41:00 UTC,The Arizona Republic,https://www.azcentral.com/story/news/local/arizona-health/2020/07/15/arizona-coronavirus-update-july-15-3-257-new-cases-97-more-known-deaths/5442764002/,hospital covid new
120,"New UM Capital CEO talks Largo hospital, expanding ambulatory care and what comes after Covid",2020-07-30 13:49:00 UTC,The Business Journals,https://www.bizjournals.com/washington/news/2020/07/30/um-capital-s-new-chief-lays-out-path-forward-in.html,hospital covid new
121,"AZ reports record 172 new known COVID-19 deaths, 2,525 new cases as hospital numbers drop slightly",2020-07-30 09:40:00 UTC,The Arizona Republic,https://www.azcentral.com/story/news/local/arizona-health/2020/07/30/arizona-coronavirus-update-july-30-2-525-new-cases-172-new-known-deaths/5544907002/,hospital covid new
122,"Arizona reports 4,273 new COVID-19 cases, sets new records for hospital beds in use",2020-07-30 00:23:00 UTC,The Arizona Republic,https://www.azcentral.com/story/news/local/arizona-health/2020/07/14/arizona-coronavirus-update-hospital-beds-fill-up-4-273-new-cases/5434525002/,hospital covid new
123,"B.C. reports 41 new COVID-19 cases, fewest patients in hospital since mid-March",2020-07-29 15:14:30 UTC,Global News on MSN.com,https://www.msn.com/en-ca/health/medical/bc-reports-41-new-covid-19-cases-fewest-patients-in-hospital-since-mid-march/ar-BB17kRdF,hospital covid new
124,"No new COVID-19 cases as officials monitor Red Deer hospital, retirement home outbreaks",2020-07-27 16:30:00 UTC,CTV News,https://edmonton.ctvnews.ca/red-deer/no-new-covid-19-cases-as-officials-monitor-red-deer-hospital-retirement-home-outbreaks-1.5041233,hospital covid new
125,Olympic Triathlon Hopefuls Adapt Training During COVID with Help from Intermountain Park City Hospital Sports Performance Experts,2020-07-23 09:21:00 UTC,Digital Journal,http://www.digitaljournal.com/pr/4752166,hospital covid adapt
126,Flexible design helped behavioral health hospital adapt to COVID-19,2020-06-14 17:00:00 UTC,Csemag.com,https://www.csemag.com/articles/flexible-design-helped-behavioral-health-hospital-adapt-to-covid-19/,hospital covid adapt
127,Drive-through COVID-19 clinic’s hours change,2020-06-05 23:44:00 UTC,The Topeka Capital-Journal,https://www.cjonline.com/news/20200606/drive-through-covid-19-clinicrsquos-hours-change,clinic covid change
128,"Mayo Clinic expert says be diligent, patient when COVID-19 guidelines change",2020-04-08 12:03:00 UTC,Havasu News,https://www.havasunews.com/nation/mayo-clinic-expert-says-be-diligent-patient-when-covid-19-guidelines-change/article_97440fca-79cb-11ea-b28f-d3fdca2be141.html,clinic covid change
129,"Regional Hospital offers financial assistance, creative benefits to employees impacted by COVID-19 pandemic",2020-04-02 10:56:00 UTC,WTWO,https://www.mywabashvalley.com/top-news/regional-hospital-offers-financial-assistance-creative-benefits-to-employees-impacted-by-covid-19-pandemic/,hospital covid creative
130,Healthy Royal Melbourne Hospital nurse Emily Morris shares the unusual COVID-19 symptom,2020-07-27 19:55:00 UTC,Daily Mail on MSN.com,https://www.msn.com/en-au/lifestyle/smart-living/young-and-healthy-nurse-32-shares-her-unusual-covid-19-symptom/ar-BB17g2P0,hospital covid unusual
131,Gauteng overtakes WC as Covid-19 epicentre amid scramble to find hospital beds,2020-07-09 07:05:00 UTC,Cape Talk,http://www.capetalk.co.za/articles/389397/gauteng-overtakes-wc-as-covid-19-epicentre-amid-scramble-to-find-hospital-beds,hospital covid scramble
132,Coronavirus In Minnesota: Officials Scramble To Add Hospital Beds For COVID-19 Surge,2020-03-31 12:15:00 UTC,CBS Boston / WBZ,https://minnesota.cbslocal.com/2020/03/31/coronavirus-in-minnesota-officials-scramble-to-add-hospital-beds-for-covid-19-surge/,hospital covid scramble
133,Change Healthcare reports better-than-expected results despite the impact of COVID-19 pandemic,2020-08-10 06:55:00 UTC,Fierce Healthcare,https://www.fiercehealthcare.com/tech/change-healthcare-reports-better-than-expected-results-despite-impact-covid-19-pandemic,healthcare covid change
134,Change Healthcare Reports $58.7M Net Loss Due to COVID-19,2020-08-06 06:51:00 UTC,HealthLeaders Media,https://www.healthleadersmedia.com/finance/change-healthcare-reports-587m-net-loss-due-covid-19,healthcare covid change
135,Healthcare Personal Protective Equipment Global Market Report 2020-30: COVID-19 Growth and Change,2020-07-20 09:40:00 UTC,Finanzen,https://www.finanzen.net/nachricht/aktien/healthcare-personal-protective-equipment-global-market-report-2020-30-covid-19-growth-and-change-9089241,healthcare covid change
140,Change Healthcare Gives Providers Free Access to Lab Orders and Results for COVID-19 Tests,2020-07-15 15:59:00 UTC,YAHOO!,https://finance.yahoo.com/news/change-healthcare-gives-providers-free-130000442.html,healthcare covid change
146,Healthcare Personal Protective Equipment Market Outlook And Growth Rate Analysis 2020-30: COVID 19 Growth And Change,2020-07-13 21:50:00 UTC,openpr.com,https://www.openpr.com/news/2089434/healthcare-personal-protective-equipment-market-outlook,healthcare covid change
147,REBUILDING AMERICA: Healthcare could change in wake of COVID-19,2020-05-28 17:15:00 UTC,The Destin Log,https://www.thedestinlog.com/news/20200528/rebuilding-america-healthcare-could-change-in-wake-of-covid-19,healthcare covid change
149,How COVID-19 will permanently change Central California healthcare,2020-05-28 06:10:00 UTC,Salinas Californian,https://www.thecalifornian.com/story/news/2020/05/28/how-coronavirus-permanently-changed-salinas-king-city-monterey-county-healthcare/5187618002/,healthcare covid change
151,Change Healthcare Introduces InterQual® 2020 With COVID-19 Criteria,2020-05-19 07:43:00 UTC,YAHOO!,https://news.yahoo.com/change-healthcare-introduces-interqual-2020-143000036.html,healthcare covid change
153,Change Healthcare Launches COVID-19 Research Database Using De-Identified Data to Track Disease Progression,2020-05-13 13:13:00 UTC,HIT Consultant,https://hitconsultant.net/2020/05/13/change-healthcare-launches-covid-19-analytics-data-sets/,healthcare covid change
154,Bronson Healthcare opens flexible testing lab in time to help with COVID-19,2020-07-27 11:41:00 UTC,secondwavemedia.com,https://www.secondwavemedia.com/southwest-michigan/features/Bronson-Healthcare-opens-flexible-testing-lab-in-time-to-help-with-COVID-19-072720.aspx,healthcare covid flexible
155,Phunware Launches Mobile Healthcare Solution for Integrated Health System in New York to Address COVID-19 Challenges,2020-05-04 13:11:00 UTC,Associated Press,https://apnews.com/Business%20Wire/b36176f36e674c50a3ad7afef1dda587,healthcare covid new solution
158,One Stop Testing Shop: ATC Healthcare Services and Rymedi Offer Nation's First Integrated COVID-19 Testing Solution,2020-07-30 17:11:00 UTC,YAHOO!,https://finance.yahoo.com/news/one-stop-testing-shop-atc-124200283.html,healthcare covid solution
161,Clean Cube offers extreme weather solution for healthcare facilities fighting COVID-19,2020-07-30 04:47:00 UTC,Benzinga.com,https://www.benzinga.com/pressreleases/20/07/g16846600/clean-cube-offers-extreme-weather-solution-for-healthcare-facilities-fighting-covid-19,healthcare covid solution
166,Predictmedix and Tech Mahindra to Offer AI Based Healthcare Solution for Post COVID-19 Environment,2020-06-26 05:18:00 UTC,BayStreet,https://www.baystreet.ca/viewarticle.aspx?id=594969,healthcare covid solution
167,PredictMedix Inc.: Predictmedix and Tech Mahindra to Offer AI Based Healthcare Solution for Post COVID-19 Environment,2020-06-26 05:08:00 UTC,Finanznachrichten,https://www.finanznachrichten.de/nachrichten-2020-06/50025365-predictmedix-inc-predictmedix-and-tech-mahindra-to-offer-ai-based-healthcare-solution-for-post-covid-19-environment-200.htm,healthcare covid solution
172,"Covid-19 Safety Solution Of PPE Gloves Market In Various Industries Such As Healthcare, Automotive And Food.",2020-05-04 03:41:00 UTC,openpr.com,https://www.openpr.com/news/2032999/covid-19-safety-solution-of-ppe-gloves-market-in-various,healthcare covid solution
173,"Nautilus Medical, Inc. Partners with PDI Communication Systems, Inc. To Offer Simple, Secure Telehealth Solution for Healthcare Needs During Covid-19",2020-04-21 08:13:00 UTC,YAHOO!,https://finance.yahoo.com/news/nautilus-medical-inc-partners-pdi-123800398.html,healthcare covid solution
176,Intermountain Healthcare Partners with GYANT to Co-Develop on COVID-19 Screener and Emergency Response Solution,2020-04-13 06:30:00 UTC,Business Wire,https://www.businesswire.com/news/home/20200413005076/en/Intermountain-Healthcare-Partners-GYANT-Co-Develop-COVID-19-Screener,healthcare covid solution
177,Telehealth offers solution to rural healthcare concerns amid COVID-19 outbreak,2020-04-07 19:27:00 UTC,KXAN,https://www.kxan.com/news/texas/telehealth-offers-solution-to-rural-healthcare-concerns-amid-covid-19-outbreak/,healthcare covid solution
178,PMD Healthcare's Integrated Remote Patient Monitoring Solution Helps Physicians and Hospitals Care for Patients During the COVID-19 Crisis,2020-04-02 05:53:00 UTC,Business Insider,https://markets.businessinsider.com/news/stocks/pmd-healthcare-s-integrated-remote-patient-monitoring-solution-helps-physicians-and-hospitals-care-for-patients-during-the-covid-19-crisis-1029058679,healthcare covid solution
