,Title,Datetime,Source,URL,Search
297,"'Highly unlikely' Vietnam outbreak came from new COVID-19 strain, UCSF doctor says",2020-08-04T02:09:57Z,KGO-TV,https://abc7news.com/covid-strain-vietnam-unlikly/6351891/,+doctor AND +covid AND +new
298,"Nigeria: Adopt New Approach On Covid-19, Doctor Advises Cross River Nma",2020-08-01T07:28:49Z,AllAfrica - Top Africa News,https://allafrica.com/stories/202008010012.html,+doctor AND +covid AND +new
299,Trump's favorite new covid doctor Dr Stella Immanuel says Jesus will DESTROY Facebook's servers after site deleted 'harmful' video of her claiming hydroxy is a coronavirus 'cure',2020-07-30T11:11:40Z,Domigood.com,http://www.domigood.com/2020/07/trumps-favorite-new-covid-doctor-dr.html,+doctor AND +covid AND +new
300,"Doctor warns of ""a new generation of chronically ill patients"" if young people don't take COVID-19 seriously - CBS News",2020-07-29T22:53:10Z,Slashdot.org,https://slashdot.org/firehose.pl?op=view&amp;id=134029661,+doctor AND +covid AND +new
301,"Madonna deletes Instagram post praising Trump’s new, controversial COVID doctor",2020-07-29T13:20:50Z,Queerty.com,https://www.queerty.com/madonna-deletes-instagram-post-praising-trumps-new-controversial-covid-doctor-20200729,+doctor AND +covid AND +new
302,"Stella Immanuel, Trump's New COVID-19 Doctor, Believes in Alien DNA, Demon Sperm, and Hydroxychloroquine - The Daily Beast",2020-07-29T03:32:58Z,Slashdot.org,https://slashdot.org/firehose.pl?op=view&amp;id=133983775,+doctor AND +covid AND +new
303,Trump’s Sober New COVID Tone Involves Pushing Conspiracies From “Astral Sex” Doctor,2020-07-28T22:22:51Z,Vanity Fair,https://www.vanityfair.com/news/2020/07/trump-sober-new-covid-tone-involves-stella-immanuel-conspiracies,+doctor AND +covid AND +new
304,"Trump's favorite new COVID doctor also has thoughts on our reptilians overlords, demon sperm",2020-07-28T15:33:00Z,The A.V. Club,https://news.avclub.com/trumps-favorite-new-covid-doctor-also-has-thoughts-on-o-1844530155,+doctor AND +covid AND +new
305,"Trump's New Favorite COVID Doctor Believes in Alien DNA, Demon Sperm and Hydroxychloroquine (Will Sommer/The Daily Beast)",2020-07-28T12:20:04Z,Memeorandum.com,https://www.memeorandum.com/200728/p22,+doctor AND +covid AND +new
306,"Trump’s New Favorite COVID Doctor Believes in Alien DNA, Demon Sperm and Hydroxychloroquine",2020-07-28T12:06:03Z,Daily Beast,https://www.thedailybeast.com/stella-immanuel-trumps-new-covid-doctor-believes-in-alien-dna-demon-sperm-and-hydroxychloroquine,+doctor AND +covid AND +new
307,"Trump’s New Favorite COVID Doctor Believes in Alien DNA, Demon Sperm, and Hydroxychloroquine",2020-07-28T12:06:03Z,Yahoo Entertainment,https://news.yahoo.com/trump-favorite-covid-doctor-believes-120603903.html,+doctor AND +covid AND +new
308,The Doctor Behind the Disputed Covid Data (New York Times),2020-07-27T17:50:06Z,Memeorandum.com,https://www.memeorandum.com/200727/p62,+doctor AND +covid AND +new
309,"ER Doctor Saw COVID-19 Devastate New York. Now, He's Doing It Again In California",2020-07-23T22:06:00Z,NPR,https://www.npr.org/sections/coronavirus-live-updates/2020/07/23/894548542/dr-tran-saw-covid-19-devastate-new-york-now-hes-doing-it-again-in-california,+doctor AND +covid AND +new
310,SoCal doctor explains new data suggesting COVID-19 antibodies could wane,2020-07-14T15:19:20Z,KABC-TV,https://abc7.com/coronavirus-in-southern-california-kids-back-the-classroom-during-covid-19-antibodies-dr-anthony-cardillo/6315855/,+doctor AND +covid AND +new
311,New study suggests mothers can pass COVID-19 onto babies in the womb; Austin doctor warns more data is needed,2020-07-13T03:41:26Z,KVUE.com,https://www.kvue.com/article/news/health/coronavirus/coronavirus-new-study-suggests-mothers-can-pass-covid-19-onto-babies-in-the-womb-austin-doctor-warns-more-data-is-needed/269-4a7c732e-4503-403a-9384-c5573fabde62,+doctor AND +covid AND +new
312,A new doctor spends a month in hospital on COVID-19 duty,2020-07-11T20:47:19Z,The Hindu,https://www.thehindu.com/news/national/tamil-nadu/a-new-doctor-spends-a-month-in-hospital-on-covid-19-duty/article32054936.ece,+doctor AND +covid AND +new
313,"Eswatini reports three new Covid-19 deaths, including medical doctor",2020-07-10T18:22:00Z,IOL,https://www.iol.co.za/news/africa/eswatini-reports-three-new-covid-19-deaths-including-medical-doctor-50818300,+doctor AND +covid AND +new
314,"Terrifying new symptom of COVID-19 emerges, says doctor",2020-07-08T23:14:03Z,USA Today,https://www.usatoday.com/videos/news/health/2020/07/08/hallucinations-new-covid-19-symptom-doctor-says/5402781002/,+doctor AND +covid AND +new
315,Lawyer says RCMP have ruled out charges against doctor in New Brunswick COVID-19 case,2020-07-08T22:08:43Z,Toronto Star,https://www.thestar.com/news/canada/2020/07/08/lawyer-says-rcmp-have-ruled-out-charges-against-doctor-in-new-brunswick-covid-19-case.html,+doctor AND +covid AND +new
316,A New York doctor who recovered from COVID-19 and treated over 800 infected patients warns of overwhelmed hospitals that will feel 'like you're in a war zone',2020-07-08T21:03:16Z,Business Insider,https://www.businessinsider.com/nyc-doctor-who-battled-covid-19-warns-of-overwhelmed-hospitals-2020-7,+doctor AND +covid AND +new
318,Video: Doctor discusses new COVID blood test and why it's important,2020-07-07T17:56:16Z,Daily Mail,https://www.dailymail.co.uk/video/news/video-2206352/Video-Doctor-discusses-new-COVID-blood-test-important.html,+doctor AND +covid AND +new
319,Pregnant and fighting Covid-19 – Netflix docu-series focuses on doctor in pandemic hotspot New York,2020-07-04T08:15:16Z,Post Magazine,https://www.scmp.com/lifestyle/entertainment/article/3091509/pregnant-and-fighting-covid-19-netflix-docu-series-focuses,+doctor AND +covid AND +new
320,'We could be in for a New York City-type situation': UT Health doctor says on San Antonio COVID-19 spike,2020-06-28T15:55:33Z,KSAT San Antonio,https://www.ksat.com/news/local/2020/06/28/we-could-be-in-for-a-new-york-city-type-situation-ut-health-doctor-says-on-san-antonio-covid-19-spike/,+doctor AND +covid AND +new
321,‘This Might Just Be the First Chapter’: A New York Doctor on Her Experience With COVID-19,2020-06-24T20:06:41Z,Rolling Stone,https://www.rollingstone.com/culture/culture-features/new-york-city-coronavirus-doctor-firsthand-account-1017169/,+doctor AND +covid AND +new
322,Auckland doctor says 'jaw dropping' new COVID-19 drug has 'considerable promise',2020-06-18T05:30:00Z,Newshub,https://www.newshub.co.nz/home/new-zealand/2020/06/auckland-doctor-says-jaw-dropping-new-covid-19-drug-has-considerable-promise.html,+doctor AND +covid AND +new
323,"Dangerous Health MYTHS, New COVID-19 FACTS, and How to HEAL YOURSELF with Doctor Mike",2020-06-17T10:00:37Z,Lewishowes.com,https://lewishowes.com/podcast/dangerous-health-myths-new-covid-19-facts-and-how-to-heal-yourself-with-doctor-mike/,+doctor AND +covid AND +new
324,Doctor blamed for COVID-19 outbreak in New Brunswick seeks apology from premier,2020-06-15T14:25:37Z,Ohscanada.com,https://www.ohscanada.com/doctor-blamed-covid-19-outbreak-new-brunswick-seeks-apology-premier/,+doctor AND +covid AND +new
325,"N.B. reports two new cases of COVID-19 in Campbellton region; case involving doctor takes ugly, racist turn - CTV News",2020-06-03T23:44:00Z,Ctvnews.ca,https://atlantic.ctvnews.ca/n-b-reports-two-new-cases-of-covid-19-in-campbellton-region-case-involving-doctor-takes-ugly-racist-turn-1.4967572,+doctor AND +covid AND +new
326,New Brunswick doctor says he does not know where he picked up COVID-19,2020-06-03T18:10:46Z,Ohscanada.com,https://www.ohscanada.com/new-brunswick-doctor-says-not-know-picked-covid-19/,+doctor AND +covid AND +new
327,New Brunswick doctor says he does not know where he picked up COVID-19 - CTV News,2020-06-03T01:37:00Z,Ctvnews.ca,https://atlantic.ctvnews.ca/new-brunswick-doctor-says-he-does-not-know-where-he-picked-up-covid-19-1.4966691,+doctor AND +covid AND +new
328,New COVID-19 outbreak in N.B. traced to doctor who went to work after Quebec trip. Now people are very angry,2020-06-02T11:00:46Z,National Post,https://nationalpost.com/news/new-covid-19-outbreak-in-n-b-traced-to-doctor-who-went-to-work-after-quebec-trip-now-people-are-very-angry,+doctor AND +covid AND +new
329,Massive mural of doctor who died of COVID-19 honors immigrant frontline workers in New York City,2020-06-01T20:48:12Z,WBTV,https://www.wbtv.com/2020/06/01/massive-mural-doctor-who-died-covid-honors-immigrant-frontline-workers-new-york-city/,+doctor AND +covid AND +new
331,New York Times claimed this doctor died from COVID - it was completely fake news,2020-05-29T21:03:15Z,Westernjournal.com,https://www.westernjournal.com/remember-nyts-piece-saying-doctor-died-covid-turns-totally-false/,+doctor AND +covid AND +new
332,Doctor in SC questions Centre's new SOP ending 14-day mandatory quarantine of COVID-19 health workers,2020-05-27T07:22:07Z,The Times of India,https://economictimes.indiatimes.com/news/politics-and-nation/doctor-in-sc-questions-centres-new-sop-ending-14-day-mandatory-quarantine-of-covid-19-health-workers/articleshow/76030067.cms,+doctor AND +covid AND +new
333,New York Doctor Shares Inside Look At Caring For End-Of-Life COVID-19 Patients,2020-05-24T11:53:08Z,NPR,https://www.npr.org/2020/05/24/861630528/new-york-doctor-shares-inside-look-at-caring-for-end-of-life-covid-19-patients,+doctor AND +covid AND +new
334,Your doctor may be out of business in NJ after COVID-19 shutdown - New Jersey 101.5 FM Radio,2020-05-22T18:39:00Z,New Jersey 101.5 FM Radio,https://nj1015.com/your-doctor-may-be-out-of-business-in-nj-after-covid-19-shutdown-opinion/,+doctor AND +covid AND +new
335,Sicker for longer: doctor warns of new symptoms for China's latest COVID-19 patients,2020-05-20T08:18:09Z,The Sydney Morning Herald,https://www.smh.com.au/world/asia/sicker-for-longer-doctor-warns-of-new-symptoms-for-china-s-latest-covid-19-patients-20200520-p54uwl.html,+doctor AND +covid AND +new
336,A New York ICU doctor who postponed his retirement to treat coronavirus patients has died from COVID-19,2020-05-19T17:06:00Z,Business Insider Australia,https://www.businessinsider.com.au/nyc-icu-doctor-came-out-of-retirement-died-covid-19-2020-5,+doctor AND +covid AND +new
338,"COVID-19 like three different diseases, says New York doctor",2020-05-19T04:19:11Z,ABC News (AU),https://www.abc.net.au/news/health/2020-05-19/coronavirus-doctor-ny-says-covid-like-multiple-diseases/12242026,+doctor AND +covid AND +new
339,New York City doctor pens heartbreaking post to 'endless list of patients' who have died of COVID-19,2020-05-15T18:37:57Z,Daily Mail,https://www.dailymail.co.uk/news/article-8324257/New-York-City-doctor-pens-heartbreaking-post-endless-list-patients-died-COVID-19.html,+doctor AND +covid AND +new
340,UCSF doctor expresses alarm about his packed United flight to SFO after treating COVID-19 patients in New York - San Francisco Chronicle,2020-05-12T00:58:55Z,San Francisco Chronicle,https://www.sfchronicle.com/bayarea/article/UCSF-doctor-expresses-alarm-about-his-packed-15262579.php,+doctor AND +covid AND +new
343,Health-hop: The hip new way one doctor is educating youth on COVID-19,2020-05-08T15:34:32Z,Big Think,https://bigthink.com/coronavirus/health-hop-coronavirus,+doctor AND +covid AND +new
344,Niagara-born doctor fighting COVID-19 in New York is also fighting to stay in the U.S. after Green Card denied,2020-05-07T22:34:04Z,Toronto Star,https://www.thestar.com/news/canada/2020/05/07/niagara-born-doctor-fighting-covid-19-in-new-york-is-also-fighting-to-stay-in-the-us-after-green-card-denied.html,+doctor AND +covid AND +new
345,"N.B. COVID-19 roundup: Second new case confirmed, top doctor says",2020-05-06T16:32:10Z,CBC News,https://www.cbc.ca/news/canada/new-brunswick/covid-outbreak-roundup-cases-1.5557442,+doctor AND +covid AND +new
346,I thought I'd misheard my doctor when she asked if I had 'Covid toes' — but this weird new coronavirus symptom is real,2020-05-05T21:05:58Z,Independent,https://www.independent.co.uk/voices/covid-toes-coronavirus-symptoms-feet-testing-a9500736.html,+doctor AND +covid AND +new
347,NYC doctor says new remdesivir trial getting 'very clinically significant' results in COVID-19 patients,2020-05-04T19:51:53Z,Fox News,https://www.foxnews.com/media/remdesivir-trial-nyc-clinically-significant-coronavirus-patients,+doctor AND +covid AND +new
348,"Texas Doctor, Father of 7, Rushes to New York COVID Frontline",2020-05-01T05:55:09Z,VOA News,https://www.voanews.com/episode/texas-doctor-father-7-rushes-new-york-covid-frontline-4274811,+doctor AND +covid AND +new
349,Top US Doctor: New Remdesivir Data Shows ‘Significant’ Cut in COVID-19 Recovery,2020-04-29T19:11:29Z,Sputnik International,https://sputniknews.com/society/202004291079137811-top-us-doctor-new-remdesivir-data-shows-significant-cut-in-covid-19-recovery/,+doctor AND +covid AND +new
350,New York doctor who treated COVID-19 patients kills herself,2020-04-29T07:59:51Z,CNA,https://www.channelnewsasia.com/news/world/covid19-new-york-doctor-who-treated-patients-kills-herself-12687860,+doctor AND +covid AND +new
352,"Doctor Talks About New COVID-19 Symptoms, Takes More Listener Questions",2020-04-29T00:46:14Z,NPR,https://www.npr.org/2020/04/28/847630795/doctor-talks-about-new-covid-19-symptoms-takes-more-listener-questions,+doctor AND +covid AND +new
353,New York Doctor Who Treated COVID-19 Patients Commits Suicide,2020-04-28T22:35:10Z,NDTV News,https://www.ndtv.com/world-news/coronavirus-new-york-doctor-lorna-breen-who-treated-covid-19-patients-commits-suicide-2220035,+doctor AND +covid AND +new
356,Covid 19 coronavirus: Hero New York emergency doctor Lorna Breen takes her own life,2020-04-28T18:25:59Z,New Zealand Herald,https://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=12328107,+doctor AND +covid AND +new
358,News24.com | New York doctor who treated Covid-19 patients kills herself,2020-04-28T17:08:58Z,News24,https://www.news24.com/World/News/new-york-doctor-who-treated-covid-19-patients-kills-herself-20200428,+doctor AND +covid AND +new
359,Tennessee doctor faces COVID-19 after helping patients in New York,2020-04-28T16:09:39Z,Tennessean,https://www.tennessean.com/story/news/health/2020/04/28/tennessee-coronavirus-doctor-new-york-help-came-home-covid-19/3033106001/,+doctor AND +covid AND +new
360,Top doctor who treated COVID-19 patients commits suicide in New York,2020-04-28T14:00:11Z,Vanguard,https://www.vanguardngr.com/2020/04/top-doctor-who-treated-covid-19-patients-commits-suicide-in-new-york/,+doctor AND +covid AND +new
361,"New York doctor, who recovered from Covid-19, takes her own life",2020-04-28T10:30:44Z,The Indian Express,https://indianexpress.com/article/world/lorna-green-suicide-new-york-coronavirus-6383139/,+doctor AND +covid AND +new
362,Coronavirus: Top New York Covid-19 doctor takes her own life,2020-04-28T09:45:55Z,Stuff.co.nz,https://www.stuff.co.nz/national/health/coronavirus/300000575/coronavirus-top-new-york-covid19-doctor-takes-her-own-life,+doctor AND +covid AND +new
363,Top doctor who treated Covid-19 patients on New York frontline 'takes own life',2020-04-28T06:36:44Z,Mirror Online,https://www.mirror.co.uk/news/us-news/top-doctor-who-treated-covid-21937042,+doctor AND +covid AND +new
364,"COVID-19 Daily: Doctor Support Hotline, New Mortality Data",2020-04-27T19:35:08Z,Medscape,http://www.medscape.com/viewarticle/929383,+doctor AND +covid AND +new
365,"Covid-19: 'The federal government has failed us,' says New York doctor",2020-04-27T12:02:17Z,FRANCE 24 English,https://www.france24.com/en/americas/20200427-interview-covid-19-the-federal-government-has-failed-us-says-new-york-doctor,+doctor AND +covid AND +new
366,Coronavirus: New Zealand wants to 'crush Covid-19 completely' says infectious diseases doctor,2020-04-22T17:00:00Z,Stuff.co.nz,https://www.stuff.co.nz/national/health/coronavirus/121026741/coronavirus-new-zealand-wants-to-crush-covid19-completely-says-infectious-diseases-doctor,+doctor AND +covid AND +new
367,Toronto doctor fighting COVID-19 in New York sees 'light at the end of the tunnel',2020-04-22T16:29:00Z,CBC News,https://www.cbc.ca/player/play/1728080963886,+doctor AND +covid AND +new
368,Milkha proud of daughter combating COVID-19 as doctor in New York hospital,2020-04-22T12:34:06Z,The Times of India,https://timesofindia.indiatimes.com/sports/off-the-field/milkha-singh-proud-of-daughter-combating-covid-19-as-doctor-in-new-york-hospital/articleshow/75296147.cms,+doctor AND +covid AND +new
369,J&K: Doctor among 12 new COVID-19 cases,2020-04-21T21:06:10Z,The Indian Express,https://indianexpress.com/article/india/jk-doctor-among-12-new-covid-19-cases-6373306/,+doctor AND +covid AND +new
370,"Some doctor, dental practices may never reopen in N.J. due to financial toll of coronavirus, health officials say",2020-05-18T22:36:04Z,nj.com,https://www.nj.com/coronavirus/2020/05/some-doctor-dental-practices-may-never-reopen-in-nj-due-to-financial-toll-of-coronavirus-health-officials-say.html,+doctor AND +coronavirus AND +practices
371,Doctor prepares deportation procedures for his family in case he dies on coronavirus front lines,2020-05-13T13:19:00Z,Yahoo Entertainment,https://news.yahoo.com/fear-deportation-heightened-immigrant-doctors-131942234.html,+doctor AND +coronavirus AND +procedures
372,"As a doctor, I've seen some unusual things during the coronavirus pandemic",2020-04-30T19:57:57Z,Independent,https://www.independent.co.uk/voices/coronavirus-physician-detroit-unusual-things-a9493371.html,+doctor AND +coronavirus AND +unusual
373,"Infant coronavirus death in Chicago is ""very unusual,"" doctor says",2020-03-30T16:08:20Z,CBS News,https://www.cbsnews.com/news/infant-coronavirus-death-chicago-unusual/,+doctor AND +coronavirus AND +unusual
374,'Unusual' last request to NHS doctor before coronavirus patient put on ventilator,2020-03-26T15:22:54Z,Tabnak.ir,https://www.tabnak.ir/fa/news/968279/unusual-last-request-to-nhs-doctor-before-coronavirus-patient-put-on-ventilator,+doctor AND +coronavirus AND +unusual
378,"Novel coronavirus losing potency, top Italian doctor says - Al Jazeera English",2020-06-01T07:52:16Z,Slashdot.org,https://slashdot.org/firehose.pl?op=view&amp;id=131687968,+doctor AND +coronavirus AND +novel
379,"Novel coronavirus losing potency, top Italian doctor says",2020-06-01T05:41:50Z,Al Jazeera English,https://www.aljazeera.com/news/2020/06/coronavirus-losing-potency-top-italian-doctor-200601044959952.html,+doctor AND +coronavirus AND +novel
380,A doctor who beat the novel coronavirus recounts his days in isolation,2020-04-25T10:48:16Z,The Hindu,https://www.thehindu.com/sci-tech/health/doctor-recounts-days-in-coronavirus-isolation/article31432131.ece,+doctor AND +coronavirus AND +novel
381,'I Went Grocery Shopping With a Doctor to Learn How to Do It Safely During Novel Coronavirus',2020-03-27T15:54:00Z,Women's Health,https://www.womenshealthmag.com/health/a31928732/coronavirus-grocery-shopping/,+doctor AND +coronavirus AND +novel
382,Trump doctor says president has tested negative for novel coronavirus,2020-03-15T00:08:11Z,WSAW,https://www.wsaw.com/content/news/Trump-doctor-says-president-has-tested-negative-for-novel-coronavirus-568804921.html,+doctor AND +coronavirus AND +novel
386,Why Your Doctor Is Not Panicking About Novel Coronavirus,2020-03-04T19:57:43Z,Psychology Today,https://www.psychologytoday.com/ca/blog/shouldstorm/202003/why-your-doctor-is-not-panicking-about-novel-coronavirus,+doctor AND +coronavirus AND +novel
388,Coronavirus outbreak: Chinese doctor who postponed wedding to treat patients in Wuhan dies due to novel virus infection,2020-02-21T17:37:52Z,Firstpost,https://www.firstpost.com/world/coronavirus-outbreak-chinese-doctor-who-postponed-wedding-to-treat-patients-in-wuhan-dies-due-to-novel-virus-infection-8072551.html,+doctor AND +coronavirus AND +novel
389,Young Chinese doctor dies of novel coronavirus,2020-02-21T11:46:04Z,Rappler,https://www.rappler.com/world/regions/asia-pacific/252387-young-chinese-doctor-dies-novel-coronavirus,+doctor AND +coronavirus AND +novel
390,Let’s win battle against novel coronavirus for deceased Doctor Li,2020-02-07T08:35:25Z,People.cn,http://en.people.cn/n3/2020/0207/c90000-9655399.html,+doctor AND +coronavirus AND +novel
391,Japan finds 41 more cases on ship as novel coronavirus alarm doctor dies,2020-02-07T07:04:03Z,Inquirer.net,https://cebudailynews.inquirer.net/286693/japan-finds-41-more-cases-on-ship-as-novel-coronavirus-alarm-doctor-dies,+doctor AND +coronavirus AND +novel
392,Chinese doctor who sounded the alarm on novel coronavirus dies,2020-02-07T03:19:03Z,Inquirer.net,https://cebudailynews.inquirer.net/286624/chinese-doctor-who-sounded-the-alarm-on-novel-coronavirus-dies,+doctor AND +coronavirus AND +novel
393,Chinese Doctor Who Blew Whistle on Novel Coronavirus Has Died,2020-02-06T23:06:07Z,Complex,https://www.complex.com/life/2020/02/li-wenliang-chinese-doctor-who-blew-whistle-on-novel-coronavirus-died,+doctor AND +coronavirus AND +novel
394,"Doctor who brought world attention to novel coronavirus has died, as confirmed cases top 28,000",2020-02-06T22:41:21Z,Dailykos.com,https://www.dailykos.com/story/2020/2/6/1917226/-One-of-the-doctors-who-brought-novel-coronavirus-to-world-attention-has-died-as-cases-top-28-000,+doctor AND +coronavirus AND +novel
395,Novel coronavirus kills Chinese doctor who first warned of it,2020-02-06T22:31:31Z,CNA,https://www.channelnewsasia.com/news/asia/wuhan-virus-doctor-chinese-kills-warns-12403322,+doctor AND +coronavirus AND +novel
396,"B.C.’s top doctor, health minister to provide novel coronavirus update Thursday afternoon",2020-02-06T22:05:53Z,Global News,http://globalnews.ca/news/6517559/bc-top-doctor-health-minister-coronavirus-update/,+doctor AND +coronavirus AND +novel
397,Chinese doctor who sounded the alarm about the novel coronavirus dies,2020-02-06T20:56:32Z,PBS,https://www.pbs.org/newshour/health/chinese-doctor-who-sounded-the-alarm-about-the-novel-coronavirus-dies,+doctor AND +coronavirus AND +novel
398,"Fargo doctor says a strain of coronavirus is in the Valley, not the ""novel coronavirus"" - Valley News Live",2020-02-06T08:12:38Z,Slashdot.org,https://slashdot.org/firehose.pl?op=view&amp;id=124743510,+doctor AND +coronavirus AND +novel
400,"I'm an emergency doctor, but when I caught coronavirus, I found new insights into this pandemic",2020-09-04T19:00:59Z,ABC News (AU),https://www.abc.net.au/news/2020-09-05/mya-cubitt-doctor-quarantine-with-corona-loneliness/12628308,+doctor AND +coronavirus AND +new
402,Coronavirus: Donald Trump hires new doctor with no expertise in infectious diseases,2020-08-17T00:25:50Z,Stuff.co.nz,https://www.stuff.co.nz/world/americas/donald-trumps-america/300084114/coronavirus-donald-trump-hires-new-doctor-with-no-expertise-in-infectious-diseases,+doctor AND +coronavirus AND +new
403,Trump Brings New 'Herd Immunity' Doctor Onto Coronavirus Task Force,2020-08-16T17:37:21Z,Newsweek,https://www.newsweek.com/trump-brings-new-herd-immunity-doctor-coronavirus-task-force-1525404,+doctor AND +coronavirus AND +new
404,A new White House doctor is giving coronavirus advice to Trump,2020-08-16T15:01:59Z,NewsCenterMaine.com WCSH-WLBZ,https://www.newscentermaine.com/article/news/health/coronavirus/trump-new-white-house-coronavirus-doctor/507-fc22484e-58ab-4f2f-942d-e18e9c804cee,+doctor AND +coronavirus AND +new
406,"Meet Scott Atlas, Trump’s new doctor on the coronavirus task force, a Fox News regular who happens to agree wi - Chicago Tribune",2020-08-16T14:40:00Z,Chicago Tribune,https://www.chicagotribune.com/coronavirus/ct-nw-trump-scott-atlas-coronavirus-20200816-kp5mmxr2ibfqppquppxtb3kko4-story.html,+doctor AND +coronavirus AND +new
407,"New Doctor Working With White House Coronavirus Team Hits Media, Policymakers: ‘Not Appropriate Policy’",2020-08-12T16:51:48Z,Yourdestinationnow.com,http://www.yourdestinationnow.com/2020/08/new-doctor-working-with-white-house.html,+doctor AND +coronavirus AND +new
409,Donald Trump unveils new coronavirus task-force doctor who calls school closures 'hysteria' to rival Dr. Fauci - as president claims '1917 pandemic probably ended World War II',2020-08-11T10:40:40Z,Hideoutnow.com,http://www.hideoutnow.com/2020/08/donald-trump-unveils-new-coronavirus.html,+doctor AND +coronavirus AND +new
410,"This Is the Best New Face Mask to Protect Yourself Against Coronavirus, According to a Lung Doctor",2020-08-05T14:02:00Z,menshealth.com,https://www.menshealth.com/health/a33521372/coronavirus-mask-respokare-niosh-n95-respirator-doctor-review/,+doctor AND +coronavirus AND +new
411,"Coronavirus in US entering 'new phase', warns top White House doctor",2020-08-03T08:46:22Z,Independent,https://www.independent.co.uk/news/world/americas/coronavirus-us-trump-deborah-birx-face-masks-covid-19-white-house-a9650806.html,+doctor AND +coronavirus AND +new
412,"Coronavirus in US entering ‘new phase’, warns top White House doctor",2020-08-03T08:46:22Z,Yahoo Entertainment,https://news.yahoo.com/coronavirus-us-entering-phase-warns-084622359.html,+doctor AND +coronavirus AND +new
414,Doctor Who’s Huge New Event Nearly Got Scrapped by the Coronavirus,2020-07-26T23:22:00Z,Gizmodo Australia,https://www.gizmodo.com.au/2020/07/doctor-whos-huge-new-event-nearly-got-scrapped-by-the-coronavirus/,+doctor AND +coronavirus AND +new
415,Doctor Who's Huge New Event Nearly Got Scrapped by the Coronavirus,2020-07-26T17:47:00Z,Gizmodo.com,https://io9.gizmodo.com/doctor-whos-huge-new-event-nearly-got-scrapped-by-the-c-1844511514,+doctor AND +coronavirus AND +new
416,New York doctor credits prayer for saving pastor during 100-day battle with coronavirus,2020-07-17T17:51:39Z,Fox News,https://www.foxnews.com/us/pastor-coronavirus-doctor-prayer-recovery,+doctor AND +coronavirus AND +new
417,"Lifting Lockdowns Not the Culprit Behind New Surge in Coronavirus Cases, Doctor Says; Most of the new cases in the Southwest are sprouting up in counties closest to Mexico border.",2020-07-14T13:41:05Z,Freerepublic.com,https://www.freerepublic.com/focus/f-news/3864750/posts,+doctor AND +coronavirus AND +new
418,"LIFTING LOCKDOWNS NOT THE CULPRIT BEHIND NEW SURGE IN CORONAVIRUS CASES, DOCTOR SAYS:
Then [Scott A…",2020-07-13T16:22:14Z,PJ Media,https://pjmedia.com/instapundit/386779/,+doctor AND +coronavirus AND +new
419,"Lifting Lockdowns Not the Culprit Behind New Surge In Coronavirus Cases, Doctor Says",2020-07-13T06:18:00Z,PJ Media,https://pjmedia.com/news-and-politics/tyler-o-neil/2020/07/13/lifting-lockdowns-not-the-culprit-behind-new-surge-in-coronavirus-cases-doctor-says-n635555,+doctor AND +coronavirus AND +new
420,A New York ER doctor who felt guilty that she couldn't help after she was diagnosed with the coronavirus died by suicide,2020-07-12T13:48:32Z,Yahoo Entertainment,https://news.yahoo.com/york-er-doctor-felt-guilty-134832224.html,+doctor AND +coronavirus AND +new
421,'I'm drowning': New York City ER doctor who killed herself at height of coronavirus crisis told friends she felt she 'couldn't help anyone' and was 'embarrassed' when she suffered a breakdown,2020-07-12T09:53:43Z,Hideoutnow.com,http://www.hideoutnow.com/2020/07/im-drowning-new-york-city-er-doctor-who.html,+doctor AND +coronavirus AND +new
422,"A New York City doctor who battled coronavirus along with hundreds of his patients says proper PPE is needed to keep medical workers safe, but some are again reporting shortages",2020-07-11T18:32:28Z,Yahoo Entertainment,https://news.yahoo.com/york-city-doctor-battled-coronavirus-183228571.html,+doctor AND +coronavirus AND +new
423,Coronavirus: New York doctor still has symptoms 100 DAYS on,2020-07-08T17:46:29Z,Daily Mail,https://www.dailymail.co.uk/health/article-8503007/New-York-doctor-says-experiencing-symptoms-100-DAYS-contracted-coronavirus.html,+doctor AND +coronavirus AND +new
424,Meet the New York doctor who fought coronavirus while pregnant — in a Netflix doc,2020-06-29T13:39:42Z,Chicago Tribune,https://www.chicagotribune.com/entertainment/movies/ct-ent-lenox-hill-covid-19-20200629-2bhlaphdprgllp2usijtel67vm-story.html,+doctor AND +coronavirus AND +new
426,Melbourne doctor among eight new coronavirus cases in Victoria,2020-06-13T09:06:53Z,SBS News,https://www.sbs.com.au/news/melbourne-doctor-among-eight-new-coronavirus-cases-in-victoria,+doctor AND +coronavirus AND +new
427,"Victoria records eight new coronavirus cases, including Melbourne doctor",2020-06-13T06:46:29Z,ABC News (AU),https://www.abc.net.au/news/2020-06-13/victoria-records-eight-new-coronavirus-cases-including-doctor/12352210,+doctor AND +coronavirus AND +new
428,"Protests may fuel new rises in coronavirus cases soon, doctor warns",2020-06-03T11:51:07Z,TODAY,https://www.today.com/video/protests-may-fuel-new-rises-in-coronavirus-cases-soon-doctor-warns-84287557884,+doctor AND +coronavirus AND +new
429,"Coronavirus 'clinically no longer exists' in Italy, doctor says - New York Post",2020-06-03T05:52:18Z,Slashdot.org,https://slashdot.org/firehose.pl?op=view&amp;id=131755820,+doctor AND +coronavirus AND +new
